DOY,DOW,year,hour,year_time,year_day,E_V_m_Wank,E_V_m_Wank_valid_obs,Wind_m_s_Wank,NOX_ug_m3_Wank,Vis_km_Wank,temp_no_seasonality
100,2,1978,1,1978.27408675799,1978.27397260274,91,1,3.3,3.5,19.81,2.53825757575758
100,2,1978,2,1978.27420091324,1978.27397260274,89,1,1.9,3.6,17.76,2.33825757575758
100,2,1978,3,1978.27431506849,1978.27397260274,85,1,1.7,3.8,16.35,2.13825757575758
100,2,1978,4,1978.27442922374,1978.27397260274,78,1,1.4,3.7,15.98,2.03825757575758
100,2,1978,5,1978.274543379,1978.27397260274,71,1,1.6,3.6,15.01,2.03825757575758
100,2,1978,6,1978.27465753425,1978.27397260274,67,1,2.1,3.6,13.71,2.23825757575758
100,2,1978,7,1978.2747716895,1978.27397260274,70,1,2.3,3.6,12.51,2.43825757575758
100,2,1978,8,1978.27488584475,1978.27397260274,83,1,2.3,3.6,11.45,2.73825757575758
100,2,1978,9,1978.275,1978.27397260274,97,1,2.1,3.7,12.89,3.53825757575758
100,2,1978,10,1978.27511415525,1978.27397260274,99,1,2.8,4.3,14.55,4.43825757575758
100,2,1978,11,1978.2752283105,1978.27397260274,96,1,3.3,4.9,14.22,4.33825757575758
100,2,1978,12,1978.27534246575,1978.27397260274,NaN,0,3.6,5,10.1,3.23825757575758
100,2,1978,13,1978.275456621,1978.27397260274,NaN,0,4,4.7,4.04,1.93825757575758
100,2,1978,14,1978.27557077626,1978.27397260274,750,0,3.8,4.6,1.5,1.23825757575758
100,2,1978,15,1978.27568493151,1978.27397260274,750,0,3.8,4.9,1.06,0.938257575757576
100,2,1978,16,1978.27579908676,1978.27397260274,260,0,3.8,4.9,1,0.838257575757576
100,2,1978,17,1978.27591324201,1978.27397260274,196,1,3.5,4.5,1.9,1.03825757575758
100,2,1978,18,1978.27602739726,1978.27397260274,122,1,3.3,4.2,2.08,1.03825757575758
100,2,1978,19,1978.27614155251,1978.27397260274,111,1,2.9,4.2,1.76,0.938257575757576
100,2,1978,20,1978.27625570776,1978.27397260274,124,1,2.3,4.3,1.89,0.838257575757576
100,2,1978,21,1978.27636986301,1978.27397260274,127,1,3,4.2,1.36,0.738257575757576
100,2,1978,22,1978.27648401826,1978.27397260274,107,1,4,4.2,1.68,0.638257575757576
100,2,1978,23,1978.27659817352,1978.27397260274,96,1,4.4,4.5,5.1,0.538257575757576
101,3,1978,0,1978.27671232877,1978.27671232877,86,1,4.6,4.9,12.55,0.949999999999999
101,3,1978,1,1978.27682648402,1978.27671232877,81,1,3.3,5,21.39,1.15
101,3,1978,2,1978.27694063927,1978.27671232877,77,1,2.3,4.8,25.15,1.15
101,3,1978,3,1978.27705479452,1978.27671232877,76,1,3.5,4.7,27.13,1.05
101,3,1978,4,1978.27716894977,1978.27671232877,77,1,5,4.5,29.83,0.849999999999999
101,3,1978,5,1978.27728310502,1978.27671232877,89,0,5.7,4.1,30.62,0.649999999999999
101,3,1978,6,1978.27739726027,1978.27671232877,105,1,5.5,3.9,22.7,0.349999999999999
101,3,1978,7,1978.27751141553,1978.27671232877,111,1,5.3,3.8,14.49,0.449999999999999
101,3,1978,8,1978.27762557078,1978.27671232877,125,1,4.5,3.4,11.34,1.25
101,3,1978,9,1978.27773972603,1978.27671232877,134,1,3.3,3.6,5.43,1.85
101,3,1978,10,1978.27785388128,1978.27671232877,117,1,2.6,4.8,1.92,1.45
101,3,1978,11,1978.27796803653,1978.27671232877,110,1,2.2,5.6,1,0.749999999999999
101,3,1978,12,1978.27808219178,1978.27671232877,NaN,0,4.1,5.4,1,-0.350000000000001
101,3,1978,13,1978.27819634703,1978.27671232877,440,0,5.9,4.1,1,-1.55
101,3,1978,14,1978.27831050228,1978.27671232877,266,0,5.8,3.1,1,-2.05
101,3,1978,15,1978.27842465753,1978.27671232877,170,0,7,3,1,-2.35
101,3,1978,16,1978.27853881279,1978.27671232877,248,0,8.2,3.6,1,-3.15
101,3,1978,17,1978.27865296804,1978.27671232877,290,0,7.5,3.9,1,-4.25
101,3,1978,18,1978.27876712329,1978.27671232877,202,0,6.4,3.6,1,-4.85
101,3,1978,19,1978.27888127854,1978.27671232877,148,1,5.4,3.5,1,-5.15
101,3,1978,20,1978.27899543379,1978.27671232877,122,1,4.8,3.4,1,-5.25
101,3,1978,21,1978.27910958904,1978.27671232877,141,1,4.8,3.1,1.04,-5.05
101,3,1978,22,1978.27922374429,1978.27671232877,222,1,4.6,3.2,1.1,-4.85
101,3,1978,23,1978.27933789954,1978.27671232877,NaN,0,4,3.4,1.06,-4.65
102,4,1978,0,1978.27945205479,1978.27945205479,NaN,0,4.1,3.1,1.49,-3.63787878787879
102,4,1978,1,1978.27956621005,1978.27945205479,166,1,4.6,2.9,2.22,-4.13787878787879
102,4,1978,2,1978.2796803653,1978.27945205479,136,1,4,2.7,1.87,-4.23787878787879
102,4,1978,3,1978.27979452055,1978.27945205479,136,1,2.9,2.7,1.21,-4.13787878787879
102,4,1978,4,1978.2799086758,1978.27945205479,100,1,2.8,2.6,1.09,-4.03787878787879
102,4,1978,5,1978.28002283105,1978.27945205479,68,1,3.1,2.3,1.06,-4.03787878787879
102,4,1978,6,1978.2801369863,1978.27945205479,32,1,3,2.3,1.05,-3.93787878787879
102,4,1978,7,1978.28025114155,1978.27945205479,7,1,2.9,2.2,2.06,-3.33787878787879
102,4,1978,8,1978.2803652968,1978.27945205479,56,1,2.2,1.7,35.26,-2.23787878787879
102,4,1978,9,1978.28047945205,1978.27945205479,78,1,1.6,1.4,72.13,-1.73787878787879
102,4,1978,10,1978.28059360731,1978.27945205479,97,1,2.1,1.7,78.38,-2.23787878787879
102,4,1978,11,1978.28070776256,1978.27945205479,98,1,1.9,2.3,77.15,-1.83787878787879
102,4,1978,12,1978.28082191781,1978.27945205479,142,1,1.5,2.7,85.77,-0.637878787878787
102,4,1978,13,1978.28093607306,1978.27945205479,139,1,1.7,2.4,95.39,0.0621212121212129
102,4,1978,14,1978.28105022831,1978.27945205479,127,1,1.8,2,88.21,-0.437878787878787
102,4,1978,15,1978.28116438356,1978.27945205479,124,1,1.9,1.8,72.05,-1.33787878787879
102,4,1978,16,1978.28127853881,1978.27945205479,154,1,1.7,2.1,62.44,-1.93787878787879
102,4,1978,17,1978.28139269406,1978.27945205479,159,1,1.1,2.9,52.32,-2.43787878787879
102,4,1978,18,1978.28150684932,1978.27945205479,127,1,1.7,3,42.08,-3.23787878787879
102,4,1978,19,1978.28162100457,1978.27945205479,104,1,3.2,2.2,44.32,-3.63787878787879
102,4,1978,20,1978.28173515982,1978.27945205479,95,1,4.2,1.7,37.22,-3.93787878787879
102,4,1978,21,1978.28184931507,1978.27945205479,99,1,4.4,1.5,32.26,-3.93787878787879
102,4,1978,22,1978.28196347032,1978.27945205479,97,1,4.7,1.8,37.22,-3.93787878787879
102,4,1978,23,1978.28207762557,1978.27945205479,96,1,5.5,2.2,47.12,-4.03787878787879
103,5,1978,0,1978.28219178082,1978.28219178082,75,1,5.2,2.1,57.69,-5.1375
103,5,1978,1,1978.28230593607,1978.28219178082,77,1,3.8,1.8,62.07,-5.0375
103,5,1978,2,1978.28242009132,1978.28219178082,73,1,3.1,1.7,68.96,-4.8375
103,5,1978,3,1978.28253424658,1978.28219178082,57,1,3,1.8,78.85,-4.6375
103,5,1978,4,1978.28264840183,1978.28219178082,48,1,3.4,1.7,79.9,-4.6375
103,5,1978,5,1978.28276255708,1978.28219178082,56,1,2.8,1.7,72.37,-4.9375
103,5,1978,6,1978.28287671233,1978.28219178082,64,1,1.9,1.7,67.2,-4.9375
103,5,1978,7,1978.28299086758,1978.28219178082,78,1,1.5,1.8,68.71,-4.3375
103,5,1978,8,1978.28310502283,1978.28219178082,104,1,1.3,1.8,74.29,-3.0375
103,5,1978,9,1978.28321917808,1978.28219178082,119,1,1.3,2.1,59.15,-2.2375
103,5,1978,10,1978.28333333333,1978.28219178082,113,1,1.8,2.6,32.2,-2.4375
103,5,1978,11,1978.28344748858,1978.28219178082,106,1,2.3,3,19.74,-2.6375
103,5,1978,12,1978.28356164384,1978.28219178082,129,1,2.6,3,12.08,-2.9375
103,5,1978,13,1978.28367579909,1978.28219178082,129,1,3.2,3.1,6.74,-3.1375
103,5,1978,14,1978.28378995434,1978.28219178082,129,1,3.3,3.2,5.03,-3.1375
103,5,1978,15,1978.28390410959,1978.28219178082,133,1,3.2,3.3,4.89,-3.3375
103,5,1978,16,1978.28401826484,1978.28219178082,135,1,3.8,3.1,4.87,-3.7375
103,5,1978,17,1978.28413242009,1978.28219178082,126,1,4.6,2.7,5.24,-4.2375
103,5,1978,18,1978.28424657534,1978.28219178082,131,1,5,2.8,9.98,-4.6375
103,5,1978,19,1978.28436073059,1978.28219178082,138,1,4.8,3.2,12.79,-4.5375
103,5,1978,20,1978.28447488584,1978.28219178082,123,1,4.5,3,10.63,-4.3375
103,5,1978,21,1978.2845890411,1978.28219178082,110,1,3.5,2.6,6.85,-4.5375
103,5,1978,22,1978.28470319635,1978.28219178082,99,1,3.1,2.4,7.06,-4.7375
103,5,1978,23,1978.2848173516,1978.28219178082,91,1,3.3,2.3,12.21,-4.8375
104,6,1978,0,1978.28493150685,1978.28493150685,81,1,3,2.4,14.36,-5.15589353612167
104,6,1978,1,1978.2850456621,1978.28493150685,81,1,3,2.3,13.73,-5.35589353612167
104,6,1978,2,1978.28515981735,1978.28493150685,79,1,2.9,2.3,13.5,-5.55589353612167
104,6,1978,3,1978.2852739726,1978.28493150685,79,1,2.8,2.3,13.24,-5.55589353612167
104,6,1978,4,1978.28538812785,1978.28493150685,80,1,2.3,2.2,14.06,-5.55589353612167
104,6,1978,5,1978.2855022831,1978.28493150685,83,1,1.7,2.2,16.01,-5.65589353612167
104,6,1978,6,1978.28561643836,1978.28493150685,85,1,1.5,2,17.77,-5.35589353612167
104,6,1978,7,1978.28573059361,1978.28493150685,94,1,1.8,1.8,14.61,-4.45589353612167
104,6,1978,8,1978.28584474886,1978.28493150685,104,1,2,1.7,12.44,-4.25589353612167
104,6,1978,9,1978.28595890411,1978.28493150685,49,1,1.7,1.7,15.09,-4.25589353612167
104,6,1978,10,1978.28607305936,1978.28493150685,55,1,2.2,1.8,14.54,-4.05589353612167
104,6,1978,11,1978.28618721461,1978.28493150685,61,1,2.5,1.7,15.02,-3.55589353612167
104,6,1978,12,1978.28630136986,1978.28493150685,87,1,2.1,1.8,16.77,-2.65589353612167
104,6,1978,13,1978.28641552511,1978.28493150685,84,1,2.5,1.9,17.14,-2.15589353612167
104,6,1978,14,1978.28652968037,1978.28493150685,85,1,3.4,2.1,15.86,-2.25589353612167
104,6,1978,15,1978.28664383562,1978.28493150685,100,1,3.3,2.4,12.66,-2.35589353612167
104,6,1978,16,1978.28675799087,1978.28493150685,122,1,2.4,2.5,11.72,-2.25589353612167
104,6,1978,17,1978.28687214612,1978.28493150685,134,1,1.6,2.7,10.33,-2.15589353612167
104,6,1978,18,1978.28698630137,1978.28493150685,201,1,2.4,5,4.78,-2.95589353612167
104,6,1978,19,1978.28710045662,1978.28493150685,276,0,3.3,6.2,1.02,-3.55589353612167
104,6,1978,20,1978.28721461187,1978.28493150685,534,0,3.2,4.6,1.48,-3.75589353612167
104,6,1978,21,1978.28732876712,1978.28493150685,456,0,4.2,4.5,1.52,-4.15589353612167
104,6,1978,22,1978.28744292237,1978.28493150685,147,1,4.8,4.7,1.47,-4.55589353612167
104,6,1978,23,1978.28755707763,1978.28493150685,165,1,2.9,3.8,4.29,-4.65589353612167
105,7,1978,0,1978.28767123288,1978.28767123288,120,1,1.8,3.6,5.12,-4.77159090909091
105,7,1978,1,1978.28778538813,1978.28767123288,113,1,1.5,3.6,3.43,-4.77159090909091
105,7,1978,2,1978.28789954338,1978.28767123288,115,1,1.1,3.4,6.6,-5.07159090909091
105,7,1978,3,1978.28801369863,1978.28767123288,152,1,1.1,3.3,5.52,-5.47159090909091
105,7,1978,4,1978.28812785388,1978.28767123288,183,1,1.6,3.8,1.11,-5.77159090909091
105,7,1978,5,1978.28824200913,1978.28767123288,168,1,2.3,4.4,1,-5.97159090909091
105,7,1978,6,1978.28835616438,1978.28767123288,144,1,2.1,4.4,1,-5.47159090909091
105,7,1978,7,1978.28847031963,1978.28767123288,154,1,1.7,4.3,1.09,-3.67159090909091
105,7,1978,8,1978.28858447489,1978.28767123288,152,1,1.5,3.9,2.15,-2.57159090909091
105,7,1978,9,1978.28869863014,1978.28767123288,154,1,2.1,3.6,2.33,-3.37159090909091
105,7,1978,10,1978.28881278539,1978.28767123288,182,1,3.6,3.9,2.38,-3.87159090909091
105,7,1978,11,1978.28892694064,1978.28767123288,190,1,4.9,4.1,2.87,-3.77159090909091
105,7,1978,12,1978.28904109589,1978.28767123288,196,1,5.2,NaN,2.11,-3.87159090909091
105,7,1978,13,1978.28915525114,1978.28767123288,190,1,4.8,NaN,3.92,-3.47159090909091
105,7,1978,14,1978.28926940639,1978.28767123288,160,1,5,NaN,6.49,-3.17159090909091
105,7,1978,15,1978.28938356164,1978.28767123288,149,1,5.3,NaN,5.54,-3.37159090909091
105,7,1978,16,1978.2894977169,1978.28767123288,259,0,4.9,2.9,3.69,-3.47159090909091
105,7,1978,17,1978.28961187215,1978.28767123288,235,0,5.7,2.3,9.06,-3.77159090909091
105,7,1978,18,1978.2897260274,1978.28767123288,106,0,6.8,1.4,17.1,-4.47159090909091
105,7,1978,19,1978.28984018265,1978.28767123288,95,0,6.8,1,20.69,-4.77159090909091
105,7,1978,20,1978.2899543379,1978.28767123288,89,0,6.6,0.8,21.77,-5.07159090909091
105,7,1978,21,1978.29006849315,1978.28767123288,91,0,6.7,0.6,15.62,-5.37159090909091
105,7,1978,22,1978.2901826484,1978.28767123288,95,0,6.7,0.6,8.17,-5.47159090909091
105,7,1978,23,1978.29029680365,1978.28767123288,94,0,5.8,0.8,5.97,-5.57159090909091
106,1,1978,0,1978.2904109589,1978.2904109589,179,1,5,1,3.43,-6.08030303030303
106,1,1978,1,1978.29052511416,1978.2904109589,148,1,4.4,1.2,1.33,-6.08030303030303
106,1,1978,2,1978.29063926941,1978.2904109589,111,1,4,1.2,1.94,-5.78030303030303
106,1,1978,3,1978.29075342466,1978.2904109589,106,1,4.2,1.8,2.81,-5.68030303030303
106,1,1978,4,1978.29086757991,1978.2904109589,NaN,0,4.6,2.8,2.09,-5.38030303030303
106,1,1978,5,1978.29098173516,1978.2904109589,142,1,4.2,2.7,3.08,-5.08030303030303
106,1,1978,6,1978.29109589041,1978.2904109589,142,1,3.1,2.3,3.57,-4.48030303030303
106,1,1978,7,1978.29121004566,1978.2904109589,NaN,0,4.3,3,1.59,-4.08030303030303
106,1,1978,8,1978.29132420091,1978.2904109589,-350,0,6.3,2.7,1.87,-4.58030303030303
106,1,1978,9,1978.29143835616,1978.2904109589,-123,0,4.7,1.4,3.52,-4.38030303030303
106,1,1978,10,1978.29155251142,1978.2904109589,119,1,3.3,1,6.37,-3.68030303030303
106,1,1978,11,1978.29166666667,1978.2904109589,133,1,3.6,1.2,8.14,-3.78030303030303
106,1,1978,12,1978.29178082192,1978.2904109589,150,1,2.9,1.9,5.68,-3.48030303030303
106,1,1978,13,1978.29189497717,1978.2904109589,221,1,2.6,2.3,4.11,-3.08030303030303
106,1,1978,14,1978.29200913242,1978.2904109589,225,1,2.7,1.9,4.18,-2.88030303030303
106,1,1978,15,1978.29212328767,1978.2904109589,189,1,2.6,1.8,3.59,-3.28030303030303
106,1,1978,16,1978.29223744292,1978.2904109589,-84,0,2.8,2.4,3.16,-4.38030303030303
106,1,1978,17,1978.29235159817,1978.2904109589,-233,0,3.2,3.1,2.07,-5.18030303030303
106,1,1978,18,1978.29246575342,1978.2904109589,-76,0,4.6,2.7,1.19,-5.48030303030303
106,1,1978,19,1978.29257990868,1978.2904109589,NaN,0,6.2,2.2,1.01,-5.48030303030303
106,1,1978,20,1978.29269406393,1978.2904109589,NaN,0,7,2.2,1.01,-5.58030303030303
106,1,1978,21,1978.29280821918,1978.2904109589,352,0,7.3,2.5,1.01,-5.38030303030303
106,1,1978,22,1978.29292237443,1978.2904109589,211,0,6.9,2.9,1.03,-4.78030303030303
106,1,1978,23,1978.29303652968,1978.2904109589,69,1,5.2,2.9,1.02,-4.18030303030303
107,2,1978,0,1978.29315068493,1978.29315068493,85,1,3.8,2.5,1,-3.49015151515151
107,2,1978,1,1978.29326484018,1978.29315068493,99,1,3.7,2.2,1,-3.49015151515151
107,2,1978,2,1978.29337899543,1978.29315068493,102,1,3.4,1.9,1,-3.49015151515151
107,2,1978,3,1978.29349315068,1978.29315068493,86,1,2.9,1.8,1,-3.49015151515151
107,2,1978,4,1978.29360730594,1978.29315068493,80,1,2.5,1.8,1,-3.59015151515151
107,2,1978,5,1978.29372146119,1978.29315068493,78,1,2.3,1.7,1,-3.59015151515151
107,2,1978,6,1978.29383561644,1978.29315068493,78,1,2.2,1.7,2.99,-3.69015151515151
107,2,1978,7,1978.29394977169,1978.29315068493,80,1,2,1.7,3.6,-3.09015151515151
107,2,1978,8,1978.29406392694,1978.29315068493,94,1,1.9,2,4.72,-3.99015151515151
107,2,1978,9,1978.29417808219,1978.29315068493,129,1,1.8,2.6,8.4,-5.59015151515151
107,2,1978,10,1978.29429223744,1978.29315068493,105,1,1.8,2.8,8.94,-5.49015151515151
107,2,1978,11,1978.29440639269,1978.29315068493,59,1,2,2.6,9.59,-5.29015151515151
107,2,1978,12,1978.29452054795,1978.29315068493,140,1,2.2,2.2,11.42,-5.39015151515151
107,2,1978,13,1978.2946347032,1978.29315068493,145,1,2.5,2,10.21,-5.29015151515151
107,2,1978,14,1978.29474885845,1978.29315068493,169,1,2.3,2.3,9.18,-4.99015151515151
107,2,1978,15,1978.2948630137,1978.29315068493,152,1,2.5,2.5,8.58,-4.89015151515151
107,2,1978,16,1978.29497716895,1978.29315068493,139,1,3.1,2.7,4.91,-5.09015151515151
107,2,1978,17,1978.2950913242,1978.29315068493,139,1,2.8,2.6,4.36,-5.49015151515151
107,2,1978,18,1978.29520547945,1978.29315068493,110,1,2.2,2.2,8.2,-5.79015151515151
107,2,1978,19,1978.2953196347,1978.29315068493,112,1,1.9,2.2,8.7,-6.19015151515151
107,2,1978,20,1978.29543378995,1978.29315068493,112,1,1.5,2.2,9.74,-6.49015151515151
107,2,1978,21,1978.29554794521,1978.29315068493,101,1,1.8,2,7.93,-6.69015151515151
107,2,1978,22,1978.29566210046,1978.29315068493,96,1,2,1.8,11.41,-6.59015151515151
107,2,1978,23,1978.29577625571,1978.29315068493,94,1,2.2,1.4,19.98,-6.39015151515151
108,3,1978,0,1978.29589041096,1978.29589041096,106,1,3.1,1.4,17.49,-6.17613636363636
108,3,1978,1,1978.29600456621,1978.29589041096,108,1,3.9,1.4,14.92,-6.27613636363636
108,3,1978,2,1978.29611872146,1978.29589041096,111,1,4.3,1.3,15.63,-6.37613636363636
108,3,1978,3,1978.29623287671,1978.29589041096,116,1,5.4,1.4,16.88,-6.47613636363636
108,3,1978,4,1978.29634703196,1978.29589041096,119,1,5.2,1.5,17.74,-6.67613636363636
108,3,1978,5,1978.29646118721,1978.29589041096,114,1,4,1.4,19.1,-6.67613636363636
108,3,1978,6,1978.29657534247,1978.29589041096,111,1,4.8,1.4,21.19,-6.07613636363636
108,3,1978,7,1978.29668949772,1978.29589041096,117,1,5.5,1.3,22.75,-5.07613636363636
108,3,1978,8,1978.29680365297,1978.29589041096,125,1,4.6,1.1,25.33,-3.77613636363636
108,3,1978,9,1978.29691780822,1978.29589041096,138,1,3.6,1.2,28.28,-2.47613636363636
108,3,1978,10,1978.29703196347,1978.29589041096,149,1,3.5,1.4,33.1,-1.47613636363636
108,3,1978,11,1978.29714611872,1978.29589041096,151,1,3.2,1.3,40.6,-0.676136363636363
108,3,1978,12,1978.29726027397,1978.29589041096,163,1,2.5,1.3,49.24,0.623863636363637
108,3,1978,13,1978.29737442922,1978.29589041096,165,1,2,1.4,56.05,1.92386363636364
108,3,1978,14,1978.29748858447,1978.29589041096,169,1,2.1,1.4,61.52,2.32386363636364
108,3,1978,15,1978.29760273973,1978.29589041096,168,1,2.8,1.8,47.64,1.72386363636364
108,3,1978,16,1978.29771689498,1978.29589041096,157,1,3,2.1,35.62,1.72386363636364
108,3,1978,17,1978.29783105023,1978.29589041096,142,1,2.3,1.9,45.78,2.12386363636364
108,3,1978,18,1978.29794520548,1978.29589041096,134,1,1.8,2.1,47.23,1.22386363636364
108,3,1978,19,1978.29805936073,1978.29589041096,133,1,1.7,2.7,39.05,0.223863636363637
108,3,1978,20,1978.29817351598,1978.29589041096,136,1,2.2,2.7,32.52,-0.376136363636363
108,3,1978,21,1978.29828767123,1978.29589041096,124,1,2.3,2.1,38.31,-0.476136363636363
108,3,1978,22,1978.29840182648,1978.29589041096,103,1,2.9,1.7,43.11,-0.376136363636363
108,3,1978,23,1978.29851598174,1978.29589041096,96,1,3.1,1.5,34.93,-0.476136363636363
109,4,1978,0,1978.29863013699,1978.29863013699,102,1,3.1,1.7,27.17,-1.42083333333333
109,4,1978,1,1978.29874429224,1978.29863013699,106,1,3.3,1.8,26.08,-1.92083333333333
109,4,1978,2,1978.29885844749,1978.29863013699,104,1,2.9,1.8,31.13,-2.22083333333333
109,4,1978,3,1978.29897260274,1978.29863013699,96,1,2.4,1.8,43.27,-1.82083333333333
109,4,1978,4,1978.29908675799,1978.29863013699,100,1,2.8,2.3,50.72,-1.82083333333333
109,4,1978,5,1978.29920091324,1978.29863013699,106,1,3.1,3.3,45.31,-2.02083333333333
109,4,1978,6,1978.29931506849,1978.29863013699,113,1,3.2,4,41.47,-1.62083333333333
109,4,1978,7,1978.29942922374,1978.29863013699,132,1,3.4,3.8,40.42,-1.02083333333333
109,4,1978,8,1978.299543379,1978.29863013699,151,1,2.8,3.6,36.19,-0.0208333333333331
109,4,1978,9,1978.29965753425,1978.29863013699,157,1,2.1,4.1,33.72,1.37916666666667
109,4,1978,10,1978.2997716895,1978.29863013699,150,1,3.2,3.2,37.68,2.47916666666667
109,4,1978,11,1978.29988584475,1978.29863013699,142,1,3.9,1.8,41.63,2.97916666666667
109,4,1978,12,1978.3,1978.29863013699,171,1,3.6,1.6,41.58,3.77916666666667
109,4,1978,13,1978.30011415525,1978.29863013699,173,1,3.8,1.6,39.83,3.87916666666667
109,4,1978,14,1978.3002283105,1978.29863013699,158,1,5.3,1.8,33.57,3.17916666666667
109,4,1978,15,1978.30034246575,1978.29863013699,140,0,6.3,1.9,26.97,2.47916666666667
109,4,1978,16,1978.300456621,1978.29863013699,134,0,6.9,1.9,23.92,2.07916666666667
109,4,1978,17,1978.30057077626,1978.29863013699,129,0,7.8,2.2,21.14,1.57916666666667
109,4,1978,18,1978.30068493151,1978.29863013699,129,1,5.4,2.7,20.02,0.979166666666667
109,4,1978,19,1978.30079908676,1978.29863013699,133,1,3,2.6,20.58,0.579166666666667
109,4,1978,20,1978.30091324201,1978.29863013699,129,1,2.4,2.5,20.81,0.379166666666667
109,4,1978,21,1978.30102739726,1978.29863013699,125,1,2.4,2.4,20.88,0.179166666666667
109,4,1978,22,1978.30114155251,1978.29863013699,127,1,2.8,2.4,21.02,-0.0208333333333331
109,4,1978,23,1978.30125570776,1978.29863013699,126,1,3.3,2.5,20.85,-0.220833333333333
110,5,1978,0,1978.30136986301,1978.30136986301,113,1,4.2,2.3,22.82,-0.481818181818182
110,5,1978,1,1978.30148401826,1978.30136986301,113,1,4.6,2.2,23.36,-0.581818181818182
110,5,1978,2,1978.30159817352,1978.30136986301,116,1,3.4,2.1,21.95,-0.781818181818182
110,5,1978,3,1978.30171232877,1978.30136986301,115,1,2,1.9,25.97,-0.781818181818182
110,5,1978,4,1978.30182648402,1978.30136986301,118,1,2,1.7,28.16,-0.581818181818182
110,5,1978,5,1978.30194063927,1978.30136986301,131,1,2.7,1.6,24.99,-0.481818181818182
110,5,1978,6,1978.30205479452,1978.30136986301,136,1,3.7,1.7,23.33,-0.281818181818182
110,5,1978,7,1978.30216894977,1978.30136986301,130,1,4.9,1.7,25.31,0.318181818181818
110,5,1978,8,1978.30228310502,1978.30136986301,144,1,3.8,1.6,29.62,1.71818181818182
110,5,1978,9,1978.30239726027,1978.30136986301,152,1,2.5,NaN,30.59,3.21818181818182
110,5,1978,10,1978.30251141553,1978.30136986301,139,1,3.3,NaN,42.16,4.41818181818182
110,5,1978,11,1978.30262557078,1978.30136986301,136,1,3.5,NaN,60.89,5.51818181818182
110,5,1978,12,1978.30273972603,1978.30136986301,106,1,3.8,NaN,56.58,5.51818181818182
110,5,1978,13,1978.30285388128,1978.30136986301,110,1,3.9,4.3,46.51,4.81818181818182
110,5,1978,14,1978.30296803653,1978.30136986301,109,1,3.4,4.2,43.17,4.41818181818182
110,5,1978,15,1978.30308219178,1978.30136986301,97,1,3.8,4,36.52,3.71818181818182
110,5,1978,16,1978.30319634703,1978.30136986301,82,1,4.6,3.7,29.94,2.71818181818182
110,5,1978,17,1978.30331050228,1978.30136986301,78,1,4.6,3.2,31.11,2.21818181818182
110,5,1978,18,1978.30342465753,1978.30136986301,89,1,3.3,2.7,34.48,2.01818181818182
110,5,1978,19,1978.30353881279,1978.30136986301,91,1,3,2.3,38.44,1.51818181818182
110,5,1978,20,1978.30365296804,1978.30136986301,92,1,3.3,1.9,45.96,1.21818181818182
110,5,1978,21,1978.30376712329,1978.30136986301,89,1,3.9,1.8,49.46,1.21818181818182
110,5,1978,22,1978.30388127854,1978.30136986301,90,1,4.7,2.6,34.05,0.818181818181818
110,5,1978,23,1978.30399543379,1978.30136986301,95,1,4.1,3.5,19.83,0.318181818181818
111,6,1978,0,1978.30410958904,1978.30410958904,68,1,3.2,3.5,21.88,0.538257575757575
111,6,1978,1,1978.30422374429,1978.30410958904,68,1,3.6,3.3,15.45,0.238257575757575
111,6,1978,2,1978.30433789954,1978.30410958904,68,1,4.1,3.1,5.18,-0.261742424242425
111,6,1978,3,1978.30445205479,1978.30410958904,478,0,5.2,2.7,1.01,-0.561742424242425
111,6,1978,4,1978.30456621005,1978.30410958904,284,0,5.9,2.6,1.01,-0.961742424242425
111,6,1978,5,1978.3046803653,1978.30410958904,75,0,5.6,2.3,1.02,-1.46174242424242
111,6,1978,6,1978.30479452055,1978.30410958904,58,0,5.6,1.8,12.49,-1.76174242424242
111,6,1978,7,1978.3049086758,1978.30410958904,56,1,4.7,1.7,14.53,-1.46174242424242
111,6,1978,8,1978.30502283105,1978.30410958904,58,1,4.2,1.8,16.25,-0.561742424242425
111,6,1978,9,1978.3051369863,1978.30410958904,58,1,3.5,2,30.65,0.538257575757575
111,6,1978,10,1978.30525114155,1978.30410958904,51,1,3.2,2.2,35.22,0.838257575757575
111,6,1978,11,1978.3053652968,1978.30410958904,51,1,3.8,2.3,27.15,0.538257575757575
111,6,1978,12,1978.30547945205,1978.30410958904,79,1,4.4,2.7,9.75,-0.361742424242425
111,6,1978,13,1978.30559360731,1978.30410958904,63,1,4.9,3,11.97,-0.961742424242425
111,6,1978,14,1978.30570776256,1978.30410958904,61,1,3.7,2.9,31.93,-0.561742424242425
111,6,1978,15,1978.30582191781,1978.30410958904,77,1,3.1,3,42.44,-0.0617424242424247
111,6,1978,16,1978.30593607306,1978.30410958904,80,1,3.2,3.2,40.76,0.0382575757575753
111,6,1978,17,1978.30605022831,1978.30410958904,70,1,2.9,3.2,30.94,-0.161742424242425
111,6,1978,18,1978.30616438356,1978.30410958904,62,1,3.4,2.9,24.58,-0.561742424242425
111,6,1978,19,1978.30627853881,1978.30410958904,75,1,3.2,2.5,26.51,-0.661742424242425
111,6,1978,20,1978.30639269406,1978.30410958904,86,1,1.9,2.4,24.35,-0.761742424242425
